City,Gender,Age,ItemType,Price,Units Sold,Profit,Date of purchase,Feedback (out of 5 stars),Payment Method,Discount Applied,Return Status
Bengaluru,Female,33,Clothing,462.76,26,3342.54,2023-11-08,1.5,Net Banking,Yes,Not Returned
Mumbai,Male,29,Groceries,154.7,1,15.97,2023-09-08,2.3,UPI,Yes,Returned
Lucknow,Male,56,Books,491.99,37,4654.02,2023-10-22,2.7,Net Banking,No,Not Returned
Pune,Female,65,Books,305.15,44,3878.03,2023-12-04,1.4,Net Banking,Yes,Returned
Mumbai,Male,28,Groceries,76.81,36,437.91,2023-03-30,3.9,UPI,Yes,Not Returned
Hyderabad,Male,26,Electronics,386.45,15,1466.79,2023-02-01,3.6,Cash,Yes,Not Returned
Pune,Male,30,Electronics,377.27,39,2056.24,2023-01-01,3.3,Wallet,No,Returned
Mumbai,Male,19,Toys,181.0,4,75.27,2023-12-22,1.7,Cash,No,Returned
Delhi,Female,18,Toys,354.63,15,1400.1,2023-03-01,2.1,Wallet,No,Not Returned
Chennai,Male,49,Clothing,8.46,15,37.44,2023-11-12,2.7,Net Banking,No,Returned
Mumbai,Male,65,Groceries,494.22,32,2789.63,2023-04-28,4.7,Credit Card,No,Returned
Ahmedabad,Male,56,Toys,452.46,32,4271.27,2023-05-13,3.2,UPI,Yes,Returned
Chennai,Male,18,Clothing,486.16,24,2976.75,2023-11-12,4.8,UPI,No,Returned
Delhi,Female,19,Electronics,121.12,34,873.79,2023-12-24,3.2,Credit Card,No,Returned
Hyderabad,Female,24,Groceries,464.05,17,2189.47,2023-04-06,3.1,Cash,Yes,Not Returned
Pune,Male,50,Electronics,95.61,35,855.27,2023-03-18,1.3,UPI,Yes,Not Returned
Delhi,Female,35,Groceries,445.28,45,3445.1,2023-02-17,4.4,Cash,No,Not Returned
Chennai,Female,20,Clothing,435.57,9,1122.2,2023-09-23,2.9,Credit Card,No,Returned
Jaipur,Female,28,Clothing,335.4,24,1799.39,2023-01-05,1.5,UPI,No,Returned
Pune,Male,32,Books,315.77,14,1047.49,2023-07-16,4.4,Credit Card,No,Not Returned
Pune,Male,45,Books,185.08,8,256.13,2023-09-09,3.6,Credit Card,Yes,Not Returned
Kolkata,Male,48,Clothing,233.38,45,2204.31,2023-08-22,4.7,Credit Card,No,Returned
Kolkata,Female,35,Toys,53.82,15,131.65,2023-07-25,1.2,Wallet,No,Not Returned
Ahmedabad,Male,45,Toys,157.13,39,1520.26,2023-12-17,1.6,UPI,Yes,Not Returned
Mumbai,Male,64,Toys,379.63,7,279.49,2023-06-01,3.0,Credit Card,Yes,Returned
Kolkata,Female,54,Groceries,404.18,33,3833.34,2023-02-01,4.1,Wallet,Yes,Not Returned
Jaipur,Female,52,Groceries,158.86,44,2011.33,2023-06-18,2.0,UPI,Yes,Not Returned
Bengaluru,Male,56,Toys,495.68,4,366.6,2023-11-14,1.3,Wallet,Yes,Returned
Ahmedabad,Male,65,Groceries,159.87,10,379.71,2023-10-13,2.6,Net Banking,Yes,Returned
Lucknow,Female,48,Books,217.84,30,1191.95,2023-07-09,3.3,Wallet,No,Returned
Ahmedabad,Female,59,Groceries,178.05,38,1655.99,2023-02-26,4.6,UPI,No,Returned
Chennai,Male,51,Toys,13.95,28,54.61,2023-09-02,3.5,Net Banking,No,Not Returned
Bengaluru,Female,46,Clothing,86.22,25,537.45,2023-02-26,1.9,UPI,No,Returned
Pune,Female,21,Toys,347.54,9,341.52,2023-11-19,4.3,Wallet,Yes,Returned
Ahmedabad,Female,58,Groceries,494.02,21,2510.57,2023-07-29,1.7,Cash,Yes,Returned
Bengaluru,Female,39,Groceries,460.77,7,790.56,2023-05-03,3.7,UPI,No,Returned
Chennai,Male,23,Books,262.7,22,1560.62,2023-05-11,4.8,Cash,Yes,Not Returned
Hyderabad,Female,31,Groceries,467.11,23,1205.26,2023-09-27,4.7,Net Banking,Yes,Returned
Kolkata,Male,21,Clothing,129.34,50,743.54,2023-10-31,2.2,Wallet,Yes,Returned
Chennai,Female,27,Groceries,127.22,9,215.83,2023-08-03,1.0,Net Banking,Yes,Not Returned
Lucknow,Female,43,Books,75.69,26,589.57,2023-02-24,3.0,UPI,Yes,Returned
Chennai,Male,29,Clothing,144.87,30,1261.84,2023-08-23,3.3,Credit Card,Yes,Returned
Ahmedabad,Male,20,Books,85.49,21,488.22,2023-07-21,1.1,UPI,Yes,Returned
Ahmedabad,Male,48,Clothing,421.04,37,3652.22,2023-05-28,4.6,Credit Card,No,Returned
Lucknow,Female,30,Electronics,178.92,8,169.62,2023-11-08,4.3,Wallet,No,Returned
Ahmedabad,Female,64,Clothing,175.79,42,2173.69,2023-12-22,4.4,Cash,No,Returned
Pune,Female,35,Toys,319.59,22,1613.22,2023-05-26,4.0,Net Banking,No,Returned
Pune,Male,51,Books,117.76,49,1306.06,2023-09-07,4.3,Wallet,Yes,Returned
Jaipur,Female,22,Electronics,408.58,13,1503.33,2023-07-30,1.9,Cash,Yes,Returned
Hyderabad,Male,25,Electronics,348.91,44,4394.8,2023-01-27,2.7,Cash,No,Not Returned
Ahmedabad,Male,54,Groceries,420.05,18,2039.18,2023-08-31,3.4,UPI,Yes,Returned
Mumbai,Male,32,Toys,296.0,8,428.43,2023-09-20,2.3,UPI,Yes,Not Returned
Pune,Female,21,Toys,132.4,1,29.06,2023-01-16,3.8,Cash,No,Not Returned
Pune,Male,36,Electronics,194.69,48,1221.43,2023-01-12,1.2,Cash,Yes,Not Returned
Hyderabad,Female,49,Books,23.96,36,173.13,2023-12-05,2.3,Net Banking,No,Not Returned
Chennai,Female,22,Clothing,492.36,34,4789.77,2023-03-08,2.3,Credit Card,Yes,Not Returned
Kolkata,Male,43,Clothing,232.61,16,770.67,2023-01-31,5.0,Net Banking,Yes,Not Returned
Ahmedabad,Male,36,Clothing,269.48,6,457.05,2023-01-06,2.6,UPI,Yes,Not Returned
Lucknow,Female,19,Toys,392.14,8,473.85,2023-12-10,2.1,Net Banking,No,Returned
Pune,Male,48,Clothing,497.18,15,1575.61,2023-02-24,1.2,Credit Card,Yes,Returned
Lucknow,Male,25,Books,303.45,34,2273.35,2023-03-01,3.7,Wallet,No,Returned
Lucknow,Female,47,Groceries,100.5,34,913.77,2023-04-23,3.7,Cash,No,Returned
Pune,Male,18,Groceries,216.54,15,906.89,2023-09-24,3.9,Credit Card,Yes,Returned
Bengaluru,Male,41,Clothing,231.88,21,1148.35,2023-03-11,2.9,UPI,No,Returned
Kolkata,Male,59,Electronics,474.94,41,5212.03,2023-08-16,1.6,Net Banking,No,Not Returned
Ahmedabad,Female,43,Toys,471.58,50,6545.16,2023-10-07,4.7,Wallet,No,Returned
Hyderabad,Male,50,Books,409.51,33,1921.41,2023-09-12,1.5,UPI,No,Not Returned
Hyderabad,Male,57,Books,216.53,37,1667.75,2023-07-12,2.4,Cash,Yes,Not Returned
Ahmedabad,Male,45,Electronics,285.81,48,2728.04,2023-07-03,1.0,Credit Card,Yes,Not Returned
Mumbai,Female,31,Groceries,272.74,6,279.35,2023-04-15,1.3,UPI,Yes,Not Returned
Jaipur,Male,41,Clothing,154.73,35,889.03,2023-10-12,2.2,Credit Card,No,Not Returned
Pune,Male,35,Electronics,498.96,29,4186.09,2023-06-04,1.9,Net Banking,No,Returned
Delhi,Male,29,Books,241.51,37,1807.72,2023-03-02,4.9,Net Banking,No,Returned
Kolkata,Male,34,Toys,381.43,38,2000.64,2023-12-18,2.7,Cash,Yes,Not Returned
Lucknow,Male,34,Electronics,39.13,16,177.96,2023-06-10,3.9,Wallet,Yes,Not Returned
Hyderabad,Male,35,Books,445.43,24,2130.17,2023-06-09,4.3,Cash,Yes,Not Returned
Lucknow,Female,58,Electronics,83.05,10,175.56,2023-10-26,2.3,Wallet,Yes,Returned
Delhi,Male,45,Clothing,271.6,36,2527.16,2023-03-11,1.4,UPI,Yes,Not Returned
Hyderabad,Female,56,Electronics,42.81,12,126.65,2023-11-24,2.4,Net Banking,Yes,Not Returned
Chennai,Male,34,Groceries,75.91,18,343.11,2023-01-10,1.7,Cash,No,Not Returned
Kolkata,Female,31,Groceries,423.94,39,3268.08,2023-03-28,3.6,Net Banking,Yes,Not Returned
Kolkata,Male,26,Toys,82.93,24,514.47,2023-10-28,3.4,Cash,Yes,Not Returned
Hyderabad,Female,56,Books,206.59,8,318.95,2023-03-24,4.8,Net Banking,Yes,Returned
Pune,Female,57,Groceries,411.63,33,2988.29,2023-04-15,2.9,Net Banking,Yes,Returned
Delhi,Female,59,Clothing,238.51,31,2183.98,2023-08-28,2.1,Wallet,Yes,Returned
Jaipur,Female,35,Groceries,249.77,38,2566.04,2023-07-02,1.6,UPI,No,Not Returned
Mumbai,Male,21,Clothing,174.33,21,1046.24,2023-08-22,3.0,Cash,No,Returned
Delhi,Male,19,Clothing,82.48,2,48.05,2023-08-20,4.0,Credit Card,No,Not Returned
Mumbai,Female,58,Clothing,104.49,44,692.17,2023-01-01,4.2,UPI,No,Not Returned
Ahmedabad,Female,60,Electronics,410.94,27,3183.91,2023-11-16,4.6,Credit Card,Yes,Not Returned
Delhi,Female,40,Groceries,460.83,5,240.16,2023-12-30,4.5,UPI,No,Not Returned
Kolkata,Female,52,Electronics,284.12,50,3316.94,2023-03-30,4.9,Credit Card,Yes,Not Returned
Delhi,Female,28,Books,430.62,6,568.25,2023-02-10,2.8,Wallet,No,Not Returned
Mumbai,Female,47,Electronics,10.66,26,37.88,2023-06-15,4.3,UPI,Yes,Not Returned
Ahmedabad,Female,57,Electronics,235.11,19,1164.22,2023-11-27,3.4,Wallet,Yes,Returned
Lucknow,Male,44,Electronics,351.83,42,2306.74,2023-01-10,2.9,UPI,No,Not Returned
Mumbai,Female,49,Groceries,193.18,21,509.53,2023-04-16,3.3,Wallet,Yes,Returned
Delhi,Male,64,Books,298.34,11,419.56,2023-02-13,3.1,Wallet,No,Returned
Delhi,Female,27,Books,343.82,18,1044.46,2023-07-22,3.4,Net Banking,Yes,Returned
Ahmedabad,Male,33,Books,19.65,35,160.82,2023-11-07,2.9,Cash,Yes,Returned
Kolkata,Male,26,Toys,319.88,16,1088.29,2023-11-07,3.9,UPI,Yes,Not Returned
Kolkata,Female,38,Groceries,144.12,35,528.43,2023-03-10,1.2,Cash,Yes,Not Returned
Lucknow,Female,50,Toys,34.43,11,64.67,2023-11-01,1.8,Credit Card,Yes,Returned
Mumbai,Female,53,Clothing,400.02,1,65.7,2023-09-19,2.1,Credit Card,Yes,Returned
Chennai,Female,50,Books,412.42,29,3419.06,2023-03-18,4.4,Credit Card,Yes,Not Returned
Pune,Male,20,Clothing,277.23,8,274.52,2023-07-31,1.7,Cash,Yes,Returned
Kolkata,Female,22,Clothing,28.22,37,262.26,2023-10-28,3.5,Credit Card,No,Returned
Pune,Female,59,Groceries,251.61,32,831.8,2023-01-11,1.9,Cash,No,Returned
Delhi,Female,40,Books,72.66,17,161.37,2023-02-26,2.6,UPI,No,Not Returned
Kolkata,Female,25,Groceries,366.14,17,1024.22,2023-10-22,1.2,Cash,No,Not Returned
Jaipur,Male,56,Clothing,153.86,42,1440.84,2023-09-25,2.5,Net Banking,No,Returned
Delhi,Female,21,Electronics,221.96,40,2260.34,2023-10-11,3.4,UPI,Yes,Not Returned
Delhi,Male,27,Electronics,457.17,8,638.97,2023-08-10,4.6,Net Banking,No,Returned
Delhi,Female,30,Books,311.61,11,771.81,2023-05-24,2.2,Cash,Yes,Not Returned
Pune,Female,37,Toys,266.32,33,1893.78,2023-06-12,4.2,Wallet,Yes,Not Returned
Ahmedabad,Female,61,Electronics,431.91,9,636.81,2023-09-14,1.1,Cash,Yes,Returned
Delhi,Male,18,Clothing,494.77,50,4794.44,2023-04-20,4.2,UPI,Yes,Returned
Chennai,Female,29,Clothing,92.55,9,210.19,2023-02-25,4.0,Credit Card,Yes,Not Returned
Delhi,Female,55,Clothing,360.68,21,1090.11,2023-05-30,1.8,Net Banking,Yes,Not Returned
Pune,Female,18,Groceries,17.61,46,134.53,2023-11-29,2.1,UPI,Yes,Returned
Hyderabad,Male,33,Groceries,101.59,25,629.54,2023-07-02,3.8,Credit Card,Yes,Not Returned
Hyderabad,Male,22,Books,419.57,49,5006.68,2023-09-08,4.4,Net Banking,Yes,Returned
Jaipur,Female,40,Groceries,70.64,15,306.64,2023-02-19,3.8,UPI,Yes,Returned
Mumbai,Male,51,Toys,406.46,49,5021.31,2023-03-22,2.6,Cash,Yes,Not Returned
Chennai,Female,40,Books,41.01,49,467.08,2023-11-15,3.1,Credit Card,Yes,Returned
Jaipur,Male,28,Groceries,438.59,1,97.24,2023-02-04,4.2,Wallet,Yes,Not Returned
Ahmedabad,Male,23,Groceries,422.47,34,1973.38,2023-09-07,2.9,UPI,No,Not Returned
Pune,Female,51,Books,477.51,36,3223.62,2023-07-23,2.7,Credit Card,Yes,Not Returned
Ahmedabad,Female,64,Books,158.75,23,977.19,2023-07-04,2.8,Credit Card,No,Not Returned
Lucknow,Male,36,Groceries,41.97,10,119.64,2023-03-01,3.0,UPI,Yes,Returned
Lucknow,Female,40,Groceries,140.01,18,411.73,2023-04-07,2.3,Net Banking,No,Returned
Ahmedabad,Male,62,Books,426.06,37,1840.64,2023-02-25,1.2,Net Banking,No,Returned
Ahmedabad,Female,21,Books,181.13,17,505.59,2023-04-19,1.3,Credit Card,Yes,Returned
Jaipur,Male,45,Books,54.1,49,576.21,2023-08-19,1.7,Wallet,Yes,Not Returned
Hyderabad,Male,46,Electronics,451.84,3,297.96,2023-03-04,1.3,Wallet,Yes,Returned
Bengaluru,Male,46,Toys,53.93,36,292.96,2023-03-19,2.4,UPI,Yes,Not Returned
Chennai,Male,28,Clothing,64.45,22,285.64,2023-02-14,4.8,Credit Card,Yes,Not Returned
Kolkata,Female,19,Clothing,149.22,2,67.03,2023-03-02,3.9,Wallet,Yes,Not Returned
Jaipur,Female,37,Clothing,474.86,10,1081.24,2023-08-14,4.8,Cash,Yes,Not Returned
Hyderabad,Male,48,Groceries,437.87,21,1167.49,2023-09-03,2.7,Credit Card,No,Not Returned
Jaipur,Female,25,Groceries,80.77,5,79.76,2023-12-07,4.1,Wallet,No,Returned
Ahmedabad,Female,28,Groceries,29.75,42,138.21,2023-11-14,4.4,Net Banking,Yes,Returned
Bengaluru,Male,24,Electronics,473.08,32,1615.49,2023-01-11,2.2,Net Banking,No,Returned
Ahmedabad,Female,50,Electronics,189.95,8,372.46,2023-08-26,3.9,Credit Card,Yes,Not Returned
Hyderabad,Female,21,Electronics,211.04,15,928.11,2023-08-05,1.5,Cash,Yes,Returned
Ahmedabad,Female,25,Groceries,200.81,32,1200.71,2023-05-12,1.3,Net Banking,No,Returned
Pune,Female,53,Books,437.58,44,5081.32,2023-09-26,3.2,Cash,No,Not Returned
Bengaluru,Female,39,Electronics,451.2,47,4735.88,2023-09-17,3.0,Cash,No,Returned
Jaipur,Female,53,Books,161.51,12,355.4,2023-04-01,3.0,Net Banking,No,Not Returned
Hyderabad,Male,39,Books,90.12,18,192.01,2023-08-27,4.3,Credit Card,Yes,Returned
Delhi,Male,42,Groceries,476.48,36,3129.97,2023-07-09,1.1,Net Banking,Yes,Not Returned
Kolkata,Female,44,Groceries,248.34,32,895.43,2023-05-28,2.5,Net Banking,Yes,Not Returned
Hyderabad,Female,29,Books,95.48,24,511.6,2023-09-29,4.5,Net Banking,Yes,Returned
Kolkata,Male,40,Electronics,399.21,26,1415.74,2023-04-01,2.3,Net Banking,Yes,Returned
Delhi,Male,58,Books,10.16,36,56.56,2023-09-14,2.9,Credit Card,No,Returned
Kolkata,Female,47,Electronics,401.89,5,509.55,2023-07-12,4.8,Net Banking,No,Not Returned
Hyderabad,Male,63,Clothing,488.41,2,179.73,2023-02-27,4.5,Wallet,Yes,Not Returned
Jaipur,Female,27,Groceries,348.82,31,2763.85,2023-10-04,1.0,Credit Card,Yes,Not Returned
Bengaluru,Male,38,Groceries,316.84,44,2435.94,2023-08-10,1.9,Wallet,Yes,Not Returned
Pune,Male,46,Books,293.69,5,262.29,2023-11-09,3.1,UPI,No,Not Returned
Kolkata,Female,24,Clothing,396.92,28,2784.42,2023-01-27,4.2,Cash,No,Not Returned
Delhi,Male,36,Clothing,138.03,9,203.84,2023-10-12,2.0,Cash,Yes,Returned
Hyderabad,Female,48,Electronics,226.66,28,1328.93,2023-12-31,2.4,Wallet,No,Not Returned
Mumbai,Female,65,Toys,234.99,10,455.35,2023-08-20,1.6,UPI,Yes,Not Returned
Ahmedabad,Male,37,Electronics,495.55,44,3422.89,2023-07-12,4.7,UPI,No,Returned
Ahmedabad,Male,45,Electronics,256.93,34,1462.5,2023-06-25,1.6,Cash,Yes,Returned
Pune,Female,28,Electronics,347.88,6,255.02,2023-09-22,1.2,Credit Card,No,Not Returned
Jaipur,Female,26,Electronics,367.3,6,507.14,2023-02-27,4.8,Cash,No,Not Returned
Hyderabad,Male,33,Groceries,58.11,48,542.8,2023-10-19,3.7,Cash,Yes,Not Returned
Pune,Male,24,Toys,236.25,25,1324.96,2023-01-27,3.8,Cash,Yes,Returned
Ahmedabad,Male,61,Electronics,301.72,16,848.83,2023-11-05,4.1,Wallet,No,Not Returned
Delhi,Female,58,Clothing,206.95,28,792.52,2023-07-15,3.9,Wallet,Yes,Not Returned
Chennai,Female,29,Electronics,296.58,38,1501.95,2023-08-31,1.5,Cash,No,Returned
Chennai,Female,44,Electronics,256.12,43,1646.35,2023-01-14,2.8,Cash,No,Not Returned
Mumbai,Male,65,Toys,292.72,46,2031.21,2023-11-21,4.4,Net Banking,No,Not Returned
Pune,Female,34,Groceries,346.98,21,1886.31,2023-10-23,1.9,Cash,No,Not Returned
Chennai,Female,52,Electronics,7.48,12,26.05,2023-12-07,3.4,Net Banking,No,Not Returned
Kolkata,Male,22,Toys,449.89,24,2565.24,2023-11-12,2.4,Net Banking,Yes,Not Returned
Chennai,Male,31,Clothing,153.77,43,822.74,2023-03-20,3.2,Credit Card,No,Returned
Ahmedabad,Male,33,Toys,173.61,26,1234.49,2023-08-02,3.1,Net Banking,No,Returned
Lucknow,Male,42,Groceries,56.34,40,343.85,2023-10-10,4.1,Credit Card,Yes,Returned
Ahmedabad,Female,43,Electronics,191.27,14,601.21,2023-05-24,3.1,UPI,No,Returned
Bengaluru,Female,25,Clothing,401.16,31,2001.97,2023-03-02,4.4,Credit Card,Yes,Not Returned
Pune,Male,58,Toys,428.55,39,3388.46,2023-11-17,3.1,Wallet,No,Not Returned
Chennai,Male,20,Toys,6.14,41,55.66,2023-05-08,3.4,Net Banking,Yes,Returned
Ahmedabad,Female,54,Clothing,172.64,1,31.12,2023-09-07,2.8,Credit Card,Yes,Returned
Ahmedabad,Female,22,Electronics,123.66,36,1135.14,2023-06-23,4.9,Wallet,No,Returned
Mumbai,Male,29,Electronics,73.0,17,124.85,2023-09-07,1.9,Credit Card,Yes,Not Returned
Lucknow,Female,62,Books,108.47,5,69.71,2023-11-21,2.6,Cash,Yes,Returned
Lucknow,Female,18,Books,125.82,36,544.41,2023-05-26,1.3,Wallet,No,Not Returned
Hyderabad,Female,21,Toys,350.46,15,803.63,2023-07-10,4.9,UPI,Yes,Returned
Mumbai,Female,47,Clothing,120.34,24,407.84,2023-08-20,4.9,UPI,Yes,Returned
Hyderabad,Male,44,Toys,63.76,9,125.99,2023-10-24,2.7,Wallet,Yes,Not Returned
Kolkata,Female,53,Electronics,147.16,9,304.55,2023-05-07,1.9,Credit Card,Yes,Not Returned
Pune,Male,27,Clothing,337.32,11,594.38,2023-09-11,2.2,Net Banking,No,Returned
Ahmedabad,Male,53,Books,180.4,5,131.68,2023-01-28,1.8,Cash,No,Not Returned
Jaipur,Male,53,Toys,255.58,19,582.84,2023-09-20,4.9,Net Banking,Yes,Returned
Pune,Male,54,Books,370.42,39,3138.75,2023-06-18,4.2,Credit Card,Yes,Returned
Mumbai,Male,38,Clothing,65.06,20,270.75,2023-02-19,1.5,Cash,No,Returned
Hyderabad,Male,33,Electronics,109.77,28,429.63,2023-12-04,5.0,Wallet,Yes,Returned
Kolkata,Male,65,Books,305.58,32,2440.33,2023-02-27,1.2,Cash,Yes,Not Returned
Pune,Male,53,Books,419.66,7,807.35,2023-05-08,3.6,UPI,No,Not Returned
Mumbai,Female,19,Clothing,492.73,45,4293.36,2023-12-03,2.6,UPI,Yes,Returned
Pune,Male,35,Clothing,422.16,33,3031.61,2023-02-25,2.2,Wallet,Yes,Returned
Lucknow,Male,28,Electronics,191.0,17,929.88,2023-02-02,3.1,UPI,Yes,Not Returned
Pune,Female,60,Electronics,173.27,2,76.6,2023-07-08,4.8,Cash,No,Returned
Delhi,Male,34,Clothing,43.08,15,172.32,2023-11-04,1.9,UPI,No,Returned
Lucknow,Male,65,Groceries,324.86,50,2132.01,2023-07-07,3.8,Net Banking,Yes,Not Returned
Ahmedabad,Male,45,Clothing,366.52,29,1284.32,2023-11-01,4.1,Credit Card,Yes,Not Returned
Kolkata,Male,46,Toys,429.31,13,564.2,2023-09-01,3.8,Cash,Yes,Returned
Pune,Female,51,Electronics,11.14,45,66.69,2023-07-01,4.3,Cash,Yes,Not Returned
Chennai,Female,60,Toys,214.12,5,212.4,2023-09-05,4.0,Cash,Yes,Returned
Lucknow,Male,26,Clothing,319.89,21,1660.38,2023-08-11,2.2,UPI,No,Returned
Mumbai,Male,22,Books,310.37,14,1240.91,2023-04-04,2.0,UPI,Yes,Returned
Lucknow,Male,26,Groceries,115.83,20,324.95,2023-05-20,4.9,Cash,No,Not Returned
Hyderabad,Male,55,Electronics,192.54,37,1158.14,2023-01-28,4.7,Cash,No,Returned
Pune,Female,37,Books,206.98,24,562.93,2023-08-26,1.4,Wallet,Yes,Returned
Mumbai,Male,26,Groceries,254.18,18,986.53,2023-12-03,1.5,Wallet,No,Not Returned
Kolkata,Female,20,Toys,158.5,42,1750.15,2023-11-13,3.7,Credit Card,Yes,Returned
Ahmedabad,Female,35,Electronics,495.75,1,56.0,2023-06-18,2.7,Wallet,No,Not Returned
Lucknow,Male,32,Toys,416.35,39,2846.87,2023-06-04,1.5,Credit Card,Yes,Not Returned
Lucknow,Female,61,Groceries,305.42,11,803.0,2023-08-10,3.3,Wallet,No,Returned
Chennai,Female,57,Toys,483.95,13,1702.73,2023-08-31,1.5,Credit Card,Yes,Not Returned
Bengaluru,Female,20,Books,345.67,30,2268.12,2023-10-08,1.3,Net Banking,No,Returned
Mumbai,Male,22,Books,156.85,30,809.13,2023-04-02,2.0,Cash,No,Returned
Ahmedabad,Female,50,Electronics,353.47,10,920.84,2023-12-16,1.9,Wallet,No,Returned
Ahmedabad,Female,63,Electronics,241.93,47,3125.22,2023-05-01,4.2,Credit Card,No,Returned
Lucknow,Male,41,Books,228.92,11,341.32,2023-03-16,1.7,Credit Card,No,Returned
Delhi,Female,40,Books,76.24,40,889.85,2023-12-30,3.1,Credit Card,Yes,Returned
Lucknow,Male,26,Books,78.8,20,331.7,2023-12-01,3.5,UPI,No,Returned
Jaipur,Female,39,Toys,349.2,31,1393.57,2023-09-19,2.4,Credit Card,Yes,Returned
Hyderabad,Female,53,Books,242.63,29,815.51,2023-07-21,2.9,Credit Card,Yes,Returned
Delhi,Male,65,Toys,24.64,34,119.36,2023-03-22,2.9,UPI,Yes,Returned
Pune,Female,58,Toys,400.17,16,973.62,2023-10-03,3.1,Cash,No,Not Returned
Kolkata,Male,41,Electronics,75.41,33,448.56,2023-05-14,4.7,Wallet,Yes,Returned
Lucknow,Female,25,Books,46.8,27,318.26,2023-05-06,3.0,UPI,Yes,Not Returned
Chennai,Male,58,Clothing,443.75,13,742.41,2023-07-03,1.9,Cash,No,Not Returned
Hyderabad,Female,29,Electronics,385.81,46,4438.85,2023-06-16,4.3,UPI,Yes,Not Returned
Chennai,Male,18,Groceries,90.87,10,244.96,2023-10-18,3.0,Credit Card,No,Not Returned
Mumbai,Female,23,Electronics,197.63,2,113.58,2023-02-13,3.8,UPI,Yes,Returned
Bengaluru,Male,60,Clothing,128.63,46,952.38,2023-04-12,3.8,Cash,No,Returned
Pune,Female,43,Electronics,396.41,25,1933.63,2023-06-09,4.5,Credit Card,Yes,Not Returned
Hyderabad,Male,34,Books,293.97,25,2086.73,2023-03-27,4.8,Credit Card,No,Returned
Chennai,Female,31,Groceries,216.69,48,2497.28,2023-01-26,3.4,Wallet,No,Returned
Ahmedabad,Male,55,Electronics,7.02,7,8.39,2023-01-16,4.0,UPI,Yes,Returned
Pune,Female,30,Books,289.63,43,2572.38,2023-12-05,1.3,Cash,Yes,Returned
Mumbai,Male,53,Clothing,328.78,16,812.41,2023-11-30,2.1,Wallet,No,Returned
Delhi,Female,28,Groceries,480.92,4,472.17,2023-08-02,2.1,Wallet,No,Returned
Kolkata,Female,60,Toys,398.07,38,2153.06,2023-12-13,1.7,Net Banking,No,Not Returned
Lucknow,Male,51,Groceries,219.57,50,2257.49,2023-11-29,3.3,Net Banking,Yes,Returned
Bengaluru,Female,42,Groceries,362.34,13,1254.56,2023-01-18,2.3,Net Banking,No,Not Returned
Bengaluru,Female,57,Books,156.94,48,1600.6,2023-10-04,1.4,Wallet,Yes,Returned
Kolkata,Female,23,Clothing,190.86,47,2631.2,2023-02-03,2.9,Wallet,Yes,Not Returned
Bengaluru,Female,29,Electronics,123.38,40,1175.27,2023-10-13,2.6,UPI,Yes,Returned
Lucknow,Female,32,Electronics,208.16,4,102.78,2023-04-03,2.1,UPI,No,Returned
Hyderabad,Female,24,Toys,211.77,43,2136.32,2023-09-07,1.5,Net Banking,No,Not Returned
Lucknow,Male,51,Toys,152.34,17,500.19,2023-01-16,2.1,Credit Card,Yes,Not Returned
Pune,Female,49,Groceries,212.2,24,1221.03,2023-12-18,2.1,UPI,Yes,Returned
Bengaluru,Female,56,Books,63.34,16,234.72,2023-05-09,4.3,UPI,No,Returned
Kolkata,Male,57,Groceries,410.2,10,463.75,2023-07-28,4.5,Cash,Yes,Returned
Bengaluru,Female,18,Groceries,420.48,19,1813.15,2023-11-29,3.0,Wallet,Yes,Returned
Chennai,Male,44,Clothing,440.73,49,2788.05,2023-11-28,4.0,Wallet,No,Not Returned
Chennai,Male,26,Groceries,60.6,13,111.98,2023-03-19,2.9,UPI,Yes,Returned
Delhi,Male,44,Books,252.75,3,134.74,2023-04-20,4.6,Wallet,No,Not Returned
Delhi,Male,57,Groceries,255.98,26,1600.58,2023-02-27,3.1,UPI,No,Returned
Mumbai,Female,43,Groceries,19.33,43,132.36,2023-07-12,1.8,Cash,Yes,Not Returned
Ahmedabad,Male,65,Electronics,276.03,35,1618.93,2023-11-15,1.9,Net Banking,No,Not Returned
Hyderabad,Male,40,Groceries,336.2,17,1299.86,2023-10-19,4.9,Cash,Yes,Returned
Bengaluru,Female,61,Clothing,492.7,13,1731.13,2023-06-17,4.5,Net Banking,No,Not Returned
Hyderabad,Male,64,Groceries,311.49,11,564.63,2023-05-17,3.0,UPI,Yes,Not Returned
Jaipur,Male,43,Toys,129.3,20,544.04,2023-11-25,4.9,Net Banking,No,Returned
Pune,Female,63,Books,59.52,31,467.42,2023-01-28,4.0,UPI,Yes,Not Returned
Mumbai,Female,32,Toys,10.94,45,113.69,2023-06-14,2.3,Cash,No,Not Returned
Delhi,Female,35,Electronics,419.28,12,1430.57,2023-12-24,4.9,Net Banking,Yes,Not Returned
Kolkata,Male,56,Books,66.85,41,631.68,2023-03-29,1.6,Cash,Yes,Not Returned
Mumbai,Male,58,Electronics,487.52,43,2605.21,2023-01-13,2.4,Cash,No,Returned
Jaipur,Male,44,Books,476.95,33,3739.65,2023-01-18,3.6,Wallet,Yes,Returned
Pune,Male,39,Books,55.02,32,451.44,2023-07-24,1.8,Cash,No,Not Returned
Pune,Female,53,Clothing,148.73,27,849.09,2023-12-20,3.9,Cash,No,Not Returned
